 acw_events.2.d: "[SCOPE.sCharacter('slaver_ig_leader').GetFullName]的一名奴隶从[SCOPE.sCharacter('slaver_ig_leader').GetHerHis]的庄园逃往了北方的自由州。[SCOPE.sCharacter('slaver_ig_leader').GetLastName]要求将那名奴隶遣返，而废奴主义者则呼吁对[SCOPE.sCharacter('slaver_ig_leader').GetHerHis]的要求不予理睬。"
 dreyfus.9.d: "被许多人怀疑是[SCOPE.sCharacter('alfred_dreyfus_scope').GetLastName]事件真正罪魁祸首的[SCOPE.sCharacter('ferdinand_esterhazy_scope').GetFullName]正于[SCOPE.sCountry('ferdinand_esterhazy_country_scope').GetNameNoFlag]流亡，[SCOPE.sCharacter('ferdinand_esterhazy_scope').GetHerHis]在接受当地记者采访时，直接承认了自己的罪行，声称自己是那张纸条的真正作者。"
 revolution_pulse2_events.1.d: "在强调了跟上最近军事进展的重要性后，政府提议派[SCOPE.sCharacter('army_lad_leader_scope').GetFullName]前往[SCOPE.sCountry('fact_finding_mission_country_scope').GetName]——这几乎是一个阳谋，目的是将这位充满争议的将军和[SCOPE.sCharacter('army_lad_leader_scope').GetHerHis]越来越多的叛乱支持者拉开距离。"
 revolution_pulse2_events.1.tt: "[SCOPE.sCharacter('army_lad_leader_scope').GetFullName]被派去执行为期一年的实地调查任务。"
 revolution_pulse2_events.2.d: "[SCOPE.sCharacter('army_lad_leader_scope').GetFullName]带着装满想法的脑袋和装满昂贵烈酒的手提箱从[SCOPE.sCountry('fact_finding_mission_country_scope').GetName]的实地调查任务中归来了，[SCOPE.sCharacter('army_lad_leader_scope').GetHerHis]可以再次追求其国内野心了。"
 land_ownership_law_events.3.d: "在一次风雨飘摇的议会演讲中，[SCOPE.gsInterestGroup('anti_kulak_ig_scope').GetName]的领袖、制定[SCOPE.sLaw('current_law_scope').GetName]的主要倡导者[SCOPE.sCharacter('anti_kulak_leaders_scope').GetFullName]声称“吸血、肥胖农民的末日即将来临”。[SCOPE.sCharacter('anti_kulak_leaders_scope').GetHerHis|U]的激进言论吓坏了许多[SCOPE.gsInterestGroup('rural_folks_scope').GetName]的人们，他们担心自己会被贴上这样的标签，尽管他们的土地只比邻居多几亩。"
 land_ownership_law_events.3.f: "“迪玛，你从[SCOPE.sCharacter('anti_kulak_leaders_scope').GetFullNameNoFormatting]那里听到消息了吗？[SCOPE.sCharacter('anti_kulak_leaders_scope').GetSheHe]显然对农民有仇，我不想让[SCOPE.sCharacter('anti_kulak_leaders_scope').GetHerHim]靠近我的黑麦田。”\n\n“只有大人物，只有[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle][ROOT.GetCountry.GetRuler.GetFirstName]喜欢招待的那种。[SCOPE.sCharacter('anti_kulak_leaders_scope').GetLastNameNoFormatting]不是雅加婆婆。”\n\n“不过，我不想让[SCOPE.sCharacter('anti_kulak_leaders_scope').GetHerHim]靠近我的黑麦。我妻子在这个收获季又开始做她的杂碎了。”"
 garibaldi_events.1.d: "意大利革命者和民族主义者[SCOPE.sCharacter('garibaldi_scope').GetFullName]认定我们与[SCOPE.sCountry('garibaldi_spawn_foe_scope').GetName]的斗争是正义的，决定加入我们的事业，作为陆军将领为我们效力。"
 garibaldi_events.1.a: "让[SCOPE.sCharacter('garibaldi_scope').GetFullName]领导我们的军队。"
 garibaldi_events.2.d_1: "随着[SCOPE.sCountry('garibaldi_italian_nation_scope').GetName]和[SCOPE.sCountry('garibaldi_foreign_nation_scope').GetName]爆发战争，[SCOPE.sCharacter('garibaldi_scope').GetFullName]决定离开[SCOPE.GetRootScope.GetCountry.GetNameNoFlag]，拿起武器对抗意大利的敌人。"
 garibaldi_events.2.d_2: "随着[SCOPE.GetRootScope.GetCountry.GetNameNoFlag]处于和平，对抗暴君的战斗结束，至少暂时结束，[SCOPE.sCharacter('garibaldi_scope').GetFullName]决定离开国家追求另一项崇高的事业。"
 garibaldi_events.3.d: "凭借[SCOPE.sState('italian_legion_state_scope').GetName]的意大利人口，[SCOPE.sCharacter('garibaldi_scope').GetFullName]将军组织了一支由志同道合的同胞组成的军团，加入了[SCOPE.GetRootScope.GetCountry.GetAdjectiveNoFlag]对抗[SCOPE.sCountry('italian_legion_foe_scope').GetAdjective]暴政的战斗。"
 garibaldi_events.4.d: "虽然尽管[SCOPE.sCharacter('garibaldi_scope').GetFullName]挑动农民的能力在与[SCOPE.sCountry('garibaldi_peasants_foe_scope').GetAdjective]的战斗中非常有用，但他激进的说教也开始让[SCOPE.sState('garibaldi_peasants_state_scope').GetName]的[GetPopType('farmers').GetName]反抗我们自己的同志——现在有些政府大臣要求让他闭嘴。"
 luddite_law_events.2.d: "[SCOPE.gsInterestGroup('simple_living_ig_scope').GetName]的领袖，旗帜鲜明地反对现代化的[SCOPE.sCharacter('simple_living_leader_scope').GetFullName]，赞扬了[SCOPE.sLaw('current_law_scope').GetName]提案，声称它将引导[SCOPE.sCulture('simple_living_primary_culture_scope').GetName]人远离堕落的现代化进程，回到[SCOPE.GetRootScope.GetCountry.GetCustom('GetDivinity')]温柔的怀抱中。"
 yeet_agitator_events.1.d: "发现[ROOT.GetCountry.GetAdjectiveNoFlag]公众和所谓的政治盟友都不接受[SCOPE.sCharacter('yeeted_agitator_scope_1').GetHerHis]的想法，[SCOPE.sCharacter('yeeted_agitator_scope_1').GetFullName]深感沮丧，[SCOPE.sCharacter('yeeted_agitator_scope_1').GetHerHis]决定退出政治领域，在余下的日子里痛苦反思本可能发生的事情。"
 yeet_agitator_events.1.tt_1: "[SCOPE.sCharacter('yeeted_agitator_scope_1').GetFullName]退出政坛，在国内定居。"
 yeet_agitator_events.1.tt_2: "[SCOPE.sCharacter('yeeted_agitator_scope_1').GetFullName]退出政坛，在国外定居。"
 yeet_agitator_events.2.d: "对[ROOT.GetCountry.GetNameNoFlag]的政治状况感到满意，并着眼于在国外鼓动的新机会，[SCOPE.sCharacter('yeeted_agitator_scope_2').GetFullName]宣布[SCOPE.sCharacter('yeeted_agitator_scope_2').GetHerHis]打算离开这个国家——祝愿它的现任保管人在未来几年好运。"
 yeet_agitator_events.3.d: "由于满足于[ROOT.GetCountry.GetNameNoFlag]的新情况，并且不愿或无法面对国外生活带来的不确定性，[SCOPE.sCharacter('yeeted_agitator_scope_3').GetFullName]正式宣布退出政治生活。"
 paris_commune_pulse_events.15.d: "地区领导人的选举暴露了一个缺陷：一些当选者同时也是国民议会的议员。[SCOPE.sCharacter('commune_leftist_leader').GetFullName]指出共和主义和公社并不相容。"
 hispaniola_events.4.d: "我们与[SCOPE.sCountry('france_scope').GetName]的谈判结出了硕果。[SCOPE.sCountry('france_scope').GetRuler.GetPrimaryRoleTitle][SCOPE.sCountry('france_scope').GetRuler.GetFullName][SCOPE.sCountry('france_scope').GetRuler.GetHerselfHimself]亲自签署了一份官方公报，免除了四分之一的补偿金，尽管附带了某些外交条件。"
 hispaniola_events.4.f: "您的信件以善意的方式送到了我手中，我必须说我感到失望。我们曾经得到确切的保证，贵岛国能够赔偿我们的损失费用。但请放心，我，[SCOPE.sCountry('france_scope').GetRuler.GetPrimaryRoleTitle][SCOPE.sCountry('france_scope').GetRuler.GetFullNameNoFormatting]，已经亲自处理此事。国会已经就一项新的协议与贵国达成共识，以造福贵国人民。"
 coup.1.d: "[SCOPE.sCharacter('coup_leader').GetFullName]对[ROOT.GetCountry.GetAdjectiveNoFormatting]政府的制度越来越不满。[SCOPE.gsInterestGroup('coup_ig').GetName]正在策划阴谋，打算发动政变推翻政府并施行[SCOPE.sLaw('coup_desired_law').GetName]。"
 coup.1.b: "密切关注[SCOPE.sCharacter('coup_leader').GetFullName]。"
 coup.2.d: "[SCOPE.gsInterestGroup('coup_ig').GetName]成功策划了一场针对[ROOT.GetCountry.GetAdjective]民主制度的政变。[SCOPE.sCharacter('coup_leader').GetFullName]已启动国家紧急状态，以便[SCOPE.sCharacter('coup_leader').GetHerHim]以[SCOPE.sLaw('coup_desired_law').GetName]的方式领导国家。"
 coup.2.d2: "[SCOPE.gsInterestGroup('coup_ig').GetName]成功策划了一场针对[ROOT.GetCountry.GetAdjective]政府的政变。作为大胆改制的序幕，[SCOPE.sCharacter('coup_leader').GetFullName]宣布在专制统治下建立[SCOPE.sLaw('monarchy_law').GetName]。"
 coup.2.d3: "[SCOPE.gsInterestGroup('coup_ig').GetName]成功策划了一场针对[ROOT.GetCountry.GetAdjective]政府的政变。[SCOPE.sCharacter('coup_leader').GetFullName]宣布前政府非法，并且要在临时专制统治下建立[SCOPE.sLaw('coup_desired_law').GetName]。"
 coup.2.d4: "[SCOPE.gsInterestGroup('coup_ig').GetName]成功策划了一场针对[ROOT.GetCountry.GetAdjective]政府的政变。[SCOPE.sCharacter('coup_leader').GetFullName]谴责了之前的资产阶级独裁政府，并宣布要在临时的专制统治下建立[SCOPE.sLaw('coup_desired_law').GetName]。"
 coup.2.d5: "[SCOPE.gsInterestGroup('coup_ig').GetName]成功策划了一场针对[ROOT.GetCountry.GetAdjective]政府的政变。[SCOPE.sCharacter('coup_leader').GetFullName]宣布前政府冒犯了[SCOPE.GetRootScope.GetCountry.GetCustom('GetDivinity')]，并且要在临时的专制统治下建立[SCOPE.sLaw('coup_desired_law').GetName]。"
 coup.3.d: "[SCOPE.sCharacter('coup_leader').GetFullName]还没来得及发动政变并制定[SCOPE.sLaw('autocracy_law').GetName]，[SCOPE.sCharacter('coup_leader').GetSheHe]就一举被彻底剥夺了权力。现在民主制度依然生机盎然，不过[SCOPE.gsInterestGroup('coup_ig').GetName]十分不乐意接受自己遭受的政治流放。"
 coup.3.a: "逮捕并处决[SCOPE.sCharacter('coup_leader').GetFullName]。"
 coup.4.a: "[SCOPE.sCharacter('coup_leader').GetFullName]耻辱性的愚蠢错误。"
 coup.5.b: "不论成败，永远让[SCOPE.sCharacter('coup_leader').GetFullName]背负叛徒之名。"
 wedding.2.d: "[SCOPE.sCharacter('royal_marriage_character').GetPrimaryRoleTitle][SCOPE.sCharacter('royal_marriage_character').GetFullName]想找一位出身名门的伴侣。"
 wedding.3.d1: "[SCOPE.sCharacter('abdicating_monarch').GetPrimaryRoleTitle][SCOPE.sCharacter('abdicating_monarch').GetFirstName]对于[ROOT.GetCountry.GetName]境内不利于[SCOPE.gsInterestGroup('monarch_ig').GetName]的政治事件尤为愤怒，于是决定让位给[SCOPE.sCharacter('abdicating_monarch').GetHerHis]的继承人[SCOPE.sCharacter('heir_scope').GetPrimaryRoleTitle][SCOPE.sCharacter('heir_scope').GetFullName]。"
 wedding.3.d2: "[SCOPE.sCharacter('abdicating_monarch').GetPrimaryRoleTitle][SCOPE.sCharacter('abdicating_monarch').GetFirstName]意识到自己缺乏[concept_popularity]可能对[SCOPE.sLawType('monarchy_law').GetName]弊大于利，因此[SCOPE.sCharacter('abdicating_monarch').GetHerHis]决定退位，并让位给[SCOPE.sCharacter('heir_scope').GetPrimaryRoleTitle][SCOPE.sCharacter('heir_scope').GetFullName]。"
 wedding.3.d3: "身体衰弱的[SCOPE.sCharacter('abdicating_monarch').GetPrimaryRoleTitle][SCOPE.sCharacter('abdicating_monarch').GetFirstName]已经不适合统治国家。[SCOPE.sCharacter('abdicating_monarch').GetHerHim]在一个罕见的清醒时刻同意传位给[SCOPE.sCharacter('heir_scope').GetPrimaryRoleTitle][SCOPE.sCharacter('heir_scope').GetFullName]。"
 return_to_home_country_desc: "#lore 将[Character.GetFullName]送回我们的[Concept('concept_rivalry','$concept_rival$')]国家"
 exiles_events.100.d: "[SCOPE.sCharacter('repatriated_scope').GetFullName]在[SCOPE.sCountry('repatriator_country_scope').GetName]政府的支持下结束流亡回国。看起来[SCOPE.sCountry('repatriator_country_scope').GetNameNoFormatting]是想在[ROOT.GetCountry.GetName]传播[SCOPE.sCharacter('repatriated_scope').GetIdeology.GetName]的意识形态。"
 technocracy.1.d: "在一系列糟糕的商业决策后，[SCOPE.sCharacter('technocrat_leader').GetFullName]开始在小报上猛烈抨击那些诋毁[SCOPE.sCharacter('technocrat_leader').GetHerHis]的人。这些绊脚石破坏了[SCOPE.sCharacter('technocrat_leader').GetHerHis]的公共声誉，并损害了对[GetLawType('law_technocracy').GetName]的支持。"
 nihilism.4.d: "[ROOT.GetCountry.GetAdjective][SCOPE.gsInterestGroup('intelligentsia_ig').GetName]里一位广受欢迎的成员发布了一部谴责青年虚无主义过度趋势的小说。书中的主角在口头上自称是虚无主义，其形象与[SCOPE.sCharacter('nihilist_scope').GetFullName]很相似。"
 nihilism.7.d: "[SCOPE.sCharacter('nihilist_scope').GetFullName]造访[SCOPE.sState('courtyard_chaos_affected_state').GetStateRegion.GetName]的[SCOPE.sBuilding('courtyard_chaos_affected_building').GetName]期间煽动了一伙情绪高昂的学生，还瓦解了与[SCOPE.gsInterestGroup('wronged_by_nihilists_ig').GetName]有关的若干人的活动。"
 nihilism.10.a: "密切关注[SCOPE.sCharacter('nihilist_leader').GetFullName]。"
 nihilism.11.d: "[SCOPE.sCharacter('nihilist_scope').GetFullName]和[SCOPE.sCharacter('communist_scope').GetFullName]发现自己陷入了关于各自意识形态优点的自发的公开争论中。"
 nihilism.11.a: "[SCOPE.sCharacter('nihilist_scope').GetFullName]胜过了对手！"
 nihilism.11.b: "[SCOPE.sCharacter('communist_scope').GetFullName]的论证显然更强大。"
 coup_pulse_events.1.d: "[SCOPE.gsInterestGroup('accused_general_ig').GetName]背景的将军[SCOPE.sCharacter('accused_general').GetFullName]被指控严重不忠。[SCOPE.sCharacter('accused_general').GetFullName]宣称这不过是颠覆分子为消除其统治障碍而进行的阴谋。"
 coup_pulse_events.1.a.tt: "[SCOPE.sCharacter('accused_general').GetFullName]将被退役"
 coup_pulse_events.9.d: "[SCOPE.sCharacter('coup_leader').GetFullName]的一名助手从[SCOPE.sState('informant_state').GetStateRegion.GetName][SCOPE.sBuilding('informant_building').GetName]的窗口掉了下来并且摔成重伤。他已向政府提供信息以换取安全。"
 coup_pulse_events.16.d: "[SCOPE.gsInterestGroup('coup_ig').GetName]的杰出成员[SCOPE.sCharacter('enlightened_despot_scope').GetFullName]，发布了一份政治宣言，预言社会将在不久的将来崩溃，需要一个开明的政权来避免它。"
 coup_pulse_events.16.a: "尽管[SCOPE.sCharacter('enlightened_despot_scope').GetFullName]非常希望自己是哲学王，但事实不尽人意。"
 coup_aftermath_events.1.d: "疑似由[SCOPE.gsInterestGroup('legacy_of_democracy_ig').GetName]组织的暴力抗议活动已经在[SCOPE.sState('legacy_of_democracy_state').GetStateRegion.GetName]爆发，他们要求结束[SCOPE.sCharacter('coup_leader').GetFullName]的独裁统治并恢复[ROOT.GetCountry.GetName]的民主制度。"
 coup_aftermath_events.2.d: "代表[SCOPE.gsInterestGroup('harsh_contrast_ig').GetName]的一个激进组织最初反对我们的政变，现在已经与他们的前伙伴分道扬镳，谴责他们“对一个死气沉沉的、非法的制度负有责任”。他们呼吁[SCOPE.sCharacter('coup_leader').GetFullName]让他们为[SCOPE.sCharacter('coup_leader').GetHerHis]的新政权出力。"
 coup_aftermath_events.4.d: "[SCOPE.sState('university_state').GetStateRegion.GetName][SCOPE.sBuilding('university_state_building').GetName]的教师允许他们的学生针对[SCOPE.sCharacter('coup_leader').GetFullName]的政权发布大量小册子，散布诽谤言论，并呼吁发动“民主革命”。这些学生的身份已被大学工作人员掩盖。"
 agitators_law_events.1.d: "[SCOPE.sCharacter('supporting_agitator').GetFullName]的言辞引起了对[SCOPE.gsInterestGroup('opposing_ig').GetName]代表们的负面评价，其谴责这些代表阻碍了[SCOPE.sLaw('current_law_scope').GetName]的通过。"
 agitators_law_events.2.d: "[SCOPE.sCharacter('supporting_agitator').GetFullName]及其支持者在[SCOPE.sState('imprisoned_state').GetStateRegion.GetName]的一所监狱公开请愿，要求释放一名因行为不检而被关押的支持[SCOPE.sLaw('current_law_scope').GetName]的抗议者。"
 agitators_law_events.3.d: "[SCOPE.sCharacter('supporting_agitator').GetFullName]的支持者注意到了[SCOPE.sCountry('emulated_country').GetName]的[SCOPE.sLaw('current_law_scope').GetName]政策取得的成功，认为这是理想政府的一个示例。"
 agitators_law_events.4.d: "政府中[SCOPE.gsInterestGroup('opposing_ig').GetName]的代表要求在[SCOPE.sLaw('current_law_scope').GetName]的制定中做出多项妥协。[SCOPE.sCharacter('supporting_agitator').GetFullName]的支持者谴责这些措施腐蚀了改革的方方面面。"
 agitators_law_events.5.d: "[SCOPE.gsInterestGroup('agitator_ig').GetName]中以[SCOPE.sCharacter('supporting_agitator').GetFullName]为首的[SCOPE.sLaw('current_law_scope').GetName]支持者公开质疑了政府通过该法律所需的时间。"
 agitators_law_events.6.d: "[SCOPE.sCharacter('opposing_agitator').GetFullName]的活动激起了公众对实行[SCOPE.sLaw('current_law_scope').GetName]的强烈反对。[SCOPE.gsInterestGroup('concerned_ig').GetName]的某些人物担心这可能会影响人们对他们的支持。"
 agitators_law_events.6.f: "纸海覆盖了首都的墙壁，尽管卫生部门每晚都勇敢地试图将它们弄走。[SCOPE.sCharacter('concerned_ig_leader').GetFullNameNoFormatting]随意地用手指戳了一栋建筑物。\n\n“你看到了吗？下一个遭到破坏的可能是我的家，我要如何为这项措施安排支援力量？”"
 agitators_law_events.7.d: "[SCOPE.sCharacter('opposing_agitator').GetFullName]的公开煽动引发了民众对[SCOPE.sLaw('current_law_scope').GetName]的反对，导致[SCOPE.gsInterestGroup('neutral_ig').GetName]拒绝支持目前状态下的法律。"
 agitators_law_events.8.d: "[SCOPE.sCharacter('supporting_ig_leader').GetFullName]因支持[SCOPE.sLaw('current_law_scope').GetName]而遭受了[SCOPE.sCharacter('opposing_agitator').GetFullName]一系列恶毒的侮辱。[SCOPE.gsInterestGroup('supporting_ig').GetName]要求政府采取行动捍卫[SCOPE.sCharacter('supporting_ig_leader').GetHerHis]的荣誉。"
